"area_swept_ha_der","date_dim$year","date_yyyymmdd","depth_hi_prec_m","door_width_m_der","fluorescence_at_surface_mg_per_m3_der","invertebrate_weight_kg","latitude_dd","leg","longitude_dd","net_height_m_der","net_width_m_der","nonspecific_organics_weight_kg","o2_at_gear_ml_per_l_der","pass","performance","project","salinity_at_gear_psu_der","sampling_end_hhmmss","sampling_start_hhmmss","target_station_design_dim$stn_invalid_for_trawl_date_whid","temperature_at_gear_c_der","temperature_at_surface_c_der","trawl_id","turbidity_ntu_der","vertebrate_weight_kg","vessel"
"1.605560378048","2006","20060527","212.2519","","","284.060","45.80861111","1","-124.63888889","4.6000","13.6664","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","144208","142438","0","7.2357","","200603010003","","206.330","Ms. Julie"
"1.737840047200","2006","20060527","728.3574","","","37.610","45.94694444","1","-124.86444444","4.0774","14.0320","0.050","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","181601","175737","0","4.7065","","200603010004","","40.180","Ms. Julie"
"1.332160143600","2006","20060528","69.8728","","","16.360","46.73916667","1","-124.37388889","5.5913","12.8400","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","080846","075134","0","8.4817","","200603010006","","111.070","Ms. Julie"
"1.626625893600","2006","20060528","126.6095","","","23.350","46.85861111","1","-124.68333333","4.8795","14.1600","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","110528","104828","0","7.5724","","200603010007","","79.780","Ms. Julie"
"1.964692129456","2006","20060528","779.5410","","","25.290","46.69666667","1","-125.06472222","4.0714","14.4368","0.010","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","144805","142905","0","4.2944","","200603010008","","87.550","Ms. Julie"
"1.755792851310","2006","20060528","758.7209","","","28.890","46.89666667","1","-125.16777778","3.9254","14.5758","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","190620","185002","0","4.4232","","200603010009","","57.450","Ms. Julie"
"1.274122737823","2009","20090824","80.8004","33.9900","","22.800","44.37472222","1","-124.36611111","5.4743","12.2993","","0.6847","2","Satisfactory","Hypoxia Study","33.8005","184009","182639","0","7.5888","","200907008014","","85.890","Excalibur"
"1.795026357000","2006","20060529","988.7217","","","21.150","47.83194444","1","-125.44250000","4.0657","12.9000","0.140","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","055500","053512","0","3.7066","","200603010010","","163.000","Ms. Julie"
"1.394621280000","2006","20060529","393.6319","","","78.480","47.92861111","1","-125.29722222","5.0216","12.0000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","084842","083106","0","5.7369","","200603010011","","169.170","Ms. Julie"
"1.827915961116","2006","20060529","219.0554","","","46.730","47.88805556","1","-125.21138889","4.4221","13.4391","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","114341","112623","0","6.9382","","200603010012","","665.170","Ms. Julie"
"1.170069856472","2006","20060529","174.7172","","","6.260","47.93000000","1","-125.19611111","4.8646","13.7071","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","150010","144805","0","7.3386","","200603010013","","131.210","Ms. Julie"
"1.646576400560","2006","20060529","153.8283","","","22.120","47.96111111","1","-125.15083333","4.7983","13.4680","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","174940","173258","0","7.4861","","200603010014","","140.460","Ms. Julie"
"1.915982673500","2006","20060530","1007.7177","","","28.310","48.00500000","1","-125.75833333","4.3129","12.9500","0.020","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","064312","062412","0","3.6720","","200603010015","","178.900","Ms. Julie"
"2.712295476450","2006","20060601","919.6100","","","46.710","47.56027778","1","-125.29138889","4.1000","14.4270","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","160845","154551","0","3.9249","","200603010027","","161.020","Ms. Julie"
"1.641074652930","2006","20060602","101.3758","","","5.700","47.22500000","1","-124.68638889","4.7792","13.6893","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","110102","104408","0","7.3220","","200603010028","","119.800","Ms. Julie"
"1.617059199600","2006","20060602","174.0914","","","97.460","47.17277778","1","-124.92277778","4.9314","13.9100","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","134629","132935","0","7.4556","","200603010029","","108.680","Ms. Julie"
"1.578301321982","2006","20060603","68.8987","","","33.230","46.43972222","1","-124.30666667","5.0890","12.7382","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","054614","052914","0","8.3857","","200603010031","","458.900","Ms. Julie"
"1.576812982095","2006","20060603","131.4473","","","13.520","46.20500000","1","-124.41361111","5.1917","13.4517","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","085200","083512","0","7.0080","","200603010032","","163.968","Ms. Julie"
"1.522292142030","2006","20060603","149.1448","","","75.120","46.28833333","1","-124.58777778","4.8662","12.9615","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","111554","105936","0","7.0833","","200603010033","","181.230","Ms. Julie"
"2.110738927332","2006","20060603","907.0769","","","26.910","46.19027778","1","-124.98305556","4.1117","14.4156","0.300","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","150408","144350","0","3.8125","","200603010034","","85.870","Ms. Julie"
"","2006","20060604","341.5284","","","","45.06944444","1","-124.68722222","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","055413","053701","0","","","200603010035","","","Ms. Julie"
"1.817864836060","2006","20060604","432.0031","","","31.670","45.02166667","1","-124.69416667","4.5131","13.9093","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","072238","070520","0","5.9000","","200603010036","","96.560","Ms. Julie"
"1.680633237968","2006","20060604","463.5529","","","14.260","44.88361111","1","-124.71305556","4.4184","14.0444","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","101110","095340","0","6.0125","","200603010037","","137.070","Ms. Julie"
"1.606623128400","2006","20060608","68.8450","","","4.210","44.77083333","2","-124.20666667","4.9283","12.3600","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","055912","054200","0","7.8400","","200603010038","","190.480","Ms. Julie"
"1.743849877539","2006","20060608","143.4500","","","30.170","44.96138889","2","-124.25944444","4.6667","13.6367","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","090636","084918","0","7.2097","","200603010039","","311.230","Ms. Julie"
"1.772550474048","2006","20060608","421.2090","","","15.160","44.93750000","2","-124.53638889","4.4187","14.0016","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","121829","120029","0","5.9517","","200603010040","","112.010","Ms. Julie"
"1.878352877870","2006","20060608","333.1832","","","40.050","45.10444444","2","-124.50916667","4.2957","14.0810","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","151759","145953","0","6.2474","","200603010041","","117.340","Ms. Julie"
"1.617114496803","2006","20060609","132.8855","","","26.760","45.26972222","2","-124.18555556","5.0165","13.0897","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","054910","053234","0","7.2939","","200603010042","","96.980","Ms. Julie"
"1.638217923496","2006","20060609","176.6143","","","78.970","45.29972222","2","-124.28194444","4.5943","13.3448","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","080918","075230","0","7.0427","","200603010043","","105.970","Ms. Julie"
"1.528109168607","2006","20060612","69.3017","","","22.360","44.14805556","2","-124.25138889","5.8177","12.0737","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","111513","105813","0","7.6613","","200603010057","","56.730","Ms. Julie"
"1.436217775028","2006","20060612","110.5040","","","24.650","44.04916667","2","-124.38805556","5.0316","12.0308","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","131224","125518","0","7.3313","","200603010058","","125.410","Ms. Julie"
"1.449135747648","2006","20060612","107.8218","","","36.470","44.17000000","2","-124.49138889","4.9321","12.5148","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","155645","153939","0","7.3124","","200603010059","","137.830","Ms. Julie"
"1.742093277799","2006","20060615","233.4650","","","20.910","43.09555556","2","-124.80527778","4.9354","14.4161","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","055533","053733","0","7.2924","","200603010069","","247.860","Ms. Julie"
"1.848296494812","2006","20060615","346.8011","","","75.440","42.88250000","2","-124.89194444","4.3011","14.0757","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","092630","090854","0","6.1180","","200603010070","","403.530","Ms. Julie"
"1.574477899400","2006","20060615","167.3128","","","5.180","42.96194444","2","-124.86611111","5.4165","12.6550","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","123917","122311","0","7.4141","","200603010071","","312.560","Ms. Julie"
"1.551731580219","2006","20060615","78.8548","","","70.210","42.98333333","2","-124.56083333","5.1481","12.2313","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","162857","161139","0","8.0247","","200603010072","","34.660","Ms. Julie"
"1.846465262947","2006","20060616","593.8125","","","60.070","43.48750000","2","-124.81583333","4.2066","14.2673","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","060112","054154","0","4.9975","","200603010073","","83.690","Ms. Julie"
"1.496165279000","2006","20060616","164.3129","","","19.520","43.41805556","2","-124.60611111","4.6667","13.3000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","083846","082204","0","7.5560","","200603010074","","245.830","Ms. Julie"
"1.697224384359","2006","20060622","61.3575","","","54.710","42.61833333","3","-124.47555556","4.7375","13.6419","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","072355","070619","0","6.7589","","200603010075","","78.400","Ms. Julie"
"1.702691920780","2006","20060622","309.3280","","","10.770","42.59444444","3","-124.73250000","4.5113","13.8335","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","102246","100504","0","5.8252","","200603010076","","2143.170","Ms. Julie"
"1.425952860212","2006","20060623","54.1613","","","74.610","41.53527778","3","-124.25444444","4.8899","12.8593","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","060104","054328","0","7.6569","","200603010077","","108.350","Ms. Julie"
"1.661313833794","2006","20060623","68.2233","","","214.400","41.43583333","3","-124.25555556","4.8266","13.3867","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","081131","075437","0","7.4757","","200603010078","","184.630","Ms. Julie"
"2.261762067000","2006","20060624","823.4551","","","57.450","40.10583333","3","-124.61833333","4.0431","14.4644","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","124209","122021","0","4.5328","","200603010083","","210.520","Ms. Julie"
"1.819569310209","2006","20060624","1105.2380","","","54.210","39.99416667","3","-124.53166667","3.7432","14.0941","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","155121","153121","0","3.5451","","200603010084","","179.680","Ms. Julie"
"2.731372222284","2006","20060624","1091.7376","","","87.410","39.94722222","3","-124.36972222","4.3694","14.1732","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","192027","185309","0","3.5391","","200603010085","","279.340","Ms. Julie"
"1.479857844800","2006","20060625","154.4554","","","8.100","40.10361111","3","-124.28166667","4.8375","13.3720","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","061246","055552","0","7.9114","","200603010086","","1055.170","Ms. Julie"
"1.833544293875","2006","20060625","337.4023","","","13.940","39.84222222","3","-124.12805556","4.2737","14.1025","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094841","093023","0","7.2755","","200603010087","","362.330","Ms. Julie"
"1.598546182400","2006","20060625","85.7100","","","32.740","39.79722222","3","-123.90555556","4.6507","13.6040","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","122412","120648","0","8.0595","","200603010088","","52.550","Ms. Julie"
"1.433306893682","2006","20060625","64.2215","","","7.910","39.54305556","3","-123.82361111","5.4048","11.8714","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","153241","151511","0","8.2952","","200603010089","","66.960","Ms. Julie"
"1.842833713086","2006","20060626","991.3570","","","66.310","39.21944444","3","-124.17638889","4.1570","14.3538","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","105508","103750","0","4.0973","","200603010092","","285.730","Ms. Julie"
"1.567777384000","2006","20060626","138.8988","","","28.830","39.15361111","3","-123.92861111","4.6188","12.4000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","142207","140537","0","8.1863","","200603010093","","98.250","Ms. Julie"
"1.608505360000","2006","20060702","231.9782","","","42.110","37.37083333","4","-122.89583333","4.4191","14.0000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","083509","081915","0","8.4533","","200603010105","","244.480","Ms. Julie"
"1.853510831925","2006","20060702","557.3508","","","60.980","37.43388889","4","-123.03027778","4.2698","14.1923","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","110626","104814","0","5.7352","","200603010106","","164.730","Ms. Julie"
"2.034238960720","2006","20060702","628.2115","","","94.360","37.32111111","4","-123.01611111","3.9020","14.5906","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","130854","124924","0","5.3700","","200603010107","","151.410","Ms. Julie"
"1.529226527146","2006","20060703","96.9900","","","9.590","37.23222222","4","-122.65805556","5.2511","12.7174","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","115353","113647","0","8.8523","","200603010111","","258.610","Ms. Julie"
"1.524059170062","2006","20060703","65.2462","","","26.860","37.38388889","4","-122.57777778","4.9462","12.8778","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","144440","142752","0","8.8751","","200603010112","","52.890","Ms. Julie"
"1.522237616094","2006","20060703","53.2605","","","10.840","37.42805556","4","-122.55611111","4.9487","12.3533","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","171802","170038","0","9.0089","","200603010113","","44.930","Ms. Julie"
"1.409444173200","2006","20060704","115.6909","","","7.870","37.16166667","4","-122.68138889","5.2300","12.2600","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","061231","055613","0","8.9280","","200603010114","","218.430","Ms. Julie"
"1.892302730640","2006","20060704","438.1406","","","28.880","37.13555556","4","-122.78305556","4.7456","13.6701","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","101922","100016","0","6.8953","","200603010115","","219.240","Ms. Julie"
"1.527694303000","2006","20060704","137.7812","","","5.280","37.06750000","4","-122.63916667","5.0423","12.7000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","122424","120836","0","8.5716","","200603010116","","330.340","Ms. Julie"
"1.644099771340","2006","20060704","89.8802","","","71.380","37.01694444","4","-122.35055556","4.8088","13.8190","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","151501","145825","0","9.0689","","200603010117","","172.590","Ms. Julie"
"1.544156287168","2006","20060704","60.3750","","","47.530","36.97444444","4","-122.22777778","4.9000","12.9229","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","173002","171256","0","9.1725","","200603010118","","234.460","Ms. Julie"
"1.281631034970","2006","20060705","74.8689","","","6.080","36.81277778","4","-121.88388889","5.1133","12.0609","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","075835","074235","0","9.0754","","200603010120","","718.360","Ms. Julie"
"1.559625048400","2006","20060705","225.4717","","","35.830","36.77888889","4","-121.88777778","3.6284","12.8200","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","104349","102649","0","7.6722","","200603010121","","334.600","Ms. Julie"
"1.371756250260","2006","20060705","94.1866","","","122.470","36.75805556","4","-121.93111111","4.8404","12.5778","0.180","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","133441","131947","0","8.8293","","200603010122","","592.890","Ms. Julie"
"1.950681761280","2006","20060705","625.8277","","","74.000","36.39527778","4","-122.06666667","3.8844","14.3640","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","191739","185845","0","5.9053","","200603010123","","182.250","Ms. Julie"
"1.523778529780","2006","20060712","69.4477","","","6.980","34.45583333","5","-120.53416667","5.2917","13.0429","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","183923","182211","0","10.5603","","200603010137","","11.750","Ms. Julie"
"1.945178355486","2006","20060713","504.2168","","","121.409","34.23861111","5","-120.53805556","3.9368","14.5102","61.440","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","143036","141112","0","6.7629","","200603010140","","228.680","Ms. Julie"
"1.441437495612","2006","20060713","416.4739","","","59.280","34.26833333","5","-120.41305556","4.0810","12.9333","624.970","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","174747","173059","0","6.9591","","200603010141","","66.500","Ms. Julie"
"1.742170723839","2006","20060713","409.3982","","","623.420","34.26944444","5","-120.39166667","4.1315","14.2701","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","192814","191008","0","7.0237","","200603010142","","60.150","Ms. Julie"
"1.370366391580","2006","20060714","428.5123","","","23.060","33.91805556","5","-120.41555556","5.1305","13.2940","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","064843","063225","0","7.8972","","200603010143","","76.880","Ms. Julie"
"1.827837276666","2006","20060714","469.9605","","","1.190","34.21138889","5","-120.30861111","4.2060","14.2301","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","105252","103458","0","6.6601","","200603010144","","11.280","Ms. Julie"
"1.837702457232","2006","20060714","534.1160","","","0.510","34.17527778","5","-120.09944444","3.9280","14.5263","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","131316","125452","0","6.4084","","200603010145","","0.160","Ms. Julie"
"1.568652181600","2006","20060714","547.6961","","","0.100","34.17666667","5","-120.06583333","3.9779","14.4775","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","142741","141047","0","6.4191","","200603010146","","0.230","Ms. Julie"
"1.769802903520","2006","20060714","550.2823","","","0.220","34.17083333","5","-120.03388889","4.0040","14.4520","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","154114","152244","0","6.4078","","200603010147","","0.200","Ms. Julie"
"1.731741570055","2006","20060714","464.8433","","","0.860","34.18750000","5","-119.85416667","4.2868","14.1511","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","173218","171412","0","6.5666","","200603010148","","9.950","Ms. Julie"
"1.469864654232","2006","20060715","61.2423","","","119.490","34.37555556","5","-119.83250000","4.8684","13.1091","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","062855","061155","0","10.4534","","200603010149","","25.140","Ms. Julie"
"1.488443136880","2006","20060715","161.8667","","","155.970","34.20722222","5","-119.66750000","4.8417","13.2895","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","090817","085123","0","9.5057","","200603010150","","88.550","Ms. Julie"
"1.472099092245","2006","20060715","157.8964","","","94.500","34.21055556","5","-119.60888889","4.7887","12.8857","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","122654","121024","0","9.5785","","200603010151","","303.510","Ms. Julie"
"1.610759850511","2006","20060715","506.6070","","","36.980","34.01111111","5","-119.17916667","3.9343","14.5201","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","171019","165349","0","6.9700","","200603010152","","116.080","Ms. Julie"
"1.125437578125","2006","20060717","208.7381","","","17.200","32.61305556","5","-117.36583333","4.4905","14.0955","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","164246","163020","0","9.4651","","200603010162","","18.785","Ms. Julie"
"1.312242152130","2006","20060717","83.1043","","","37.320","32.63666667","5","-117.30472222","4.9940","12.8310","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","192230","190554","0","11.6500","","200603010163","","20.670","Ms. Julie"
"1.519749628777","2006","20060718","71.5515","","","22.330","32.69055556","5","-117.30277778","5.0063","13.1581","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","061543","055807","0","11.9125","","200603010164","","21.220","Ms. Julie"
"1.585437300000","2006","20060718","181.1850","","","164.920","33.15527778","5","-117.41972222","4.6350","13.5000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","103949","102307","0","10.2000","","200603010165","","75.250","Ms. Julie"
"1.354763124135","2006","20060718","138.4133","","","46.380","33.30472222","5","-117.60805556","5.2800","12.3885","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","130229","124623","0","10.4000","","200603010166","","47.200","Ms. Julie"
"2.561588295885","2006","20060718","967.8844","","","47.767","33.02611111","5","-117.92666667","3.7044","14.8185","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","172313","165831","0","4.7000","","200603010167","","76.880","Ms. Julie"
"2.068310274576","2006","20060527","464.8665","","","44.160","44.67250000","1","-124.87805556","6.1518","14.0467","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","085112","082648","0","5.8089","","200603017002","","47.350","Noahs Ark"
"2.068879998829","2006","20060527","365.7094","","","17.750","44.73111111","1","-124.73138889","5.7125","15.0967","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","105541","103459","0","6.3572","","200603017003","","226.730","Noahs Ark"
"2.095466419580","2006","20060527","430.0992","","","40.840","45.10000000","1","-124.61333333","5.9110","14.8094","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","145603","143521","0","5.8544","","200603017004","","205.820","Noahs Ark"
"2.305946431960","2006","20060527","700.2911","","","51.525","45.27833333","1","-124.79750000","5.5587","15.0167","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","180101","173619","0","4.8888","","200603017005","","82.530","Noahs Ark"
"2.207088694375","2006","20060528","963.8788","","","54.865","46.20472222","1","-124.95416667","4.7447","13.5725","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","063015","060333","0","3.8390","","200603017006","","83.230","Noahs Ark"
"1.758595422789","2006","20060528","155.5448","","","25.930","46.53222222","1","-124.49666667","5.8148","13.6233","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","113742","112024","0","6.8960","","200603017007","","393.320","Noahs Ark"
"1.594316413976","2006","20060528","120.3769","","","38.010","46.69138889","1","-124.54222222","6.3340","14.0536","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","143130","141406","0","7.2782","","200603017008","","236.130","Noahs Ark"
"1.693822415000","2006","20060602","176.8799","","","162.710","45.65472222","1","-124.43333333","5.5299","13.2200","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","114726","113014","0","7.3651","","200603017035","","336.680","Noahs Ark"
"1.628798886036","2006","20060602","192.5281","","","174.755","45.65694444","1","-124.45638889","5.2023","15.1267","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","144005","142235","0","6.9776","","200603017036","","296.090","Noahs Ark"
"1.511739632760","2006","20060602","256.9853","","","61.012","45.56416667","1","-124.48972222","5.3282","13.8630","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","171612","170024","0","6.8075","","200603017037","","190.670","Noahs Ark"
"1.626473734015","2006","20060608","98.3811","","","11.980","44.21722222","2","-124.52500000","5.6511","13.0885","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","165234","163516","0","7.3635","","200603017050","","53.750","Noahs Ark"
"1.786052314186","2006","20060612","253.7142","","","35.310","43.26000000","2","-124.72833333","5.3432","13.3567","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","173103","171303","0","6.6930","","200603017070","","338.340","Noahs Ark"
"2.402663486665","2006","20060615","1028.6933","","","72.970","41.72666667","2","-124.92833333","4.8109","15.6515","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","062836","060630","0","3.7106","","200603017081","","219.790","Noahs Ark"
"2.327070232950","2006","20060615","691.5329","","","57.530","41.72055556","2","-124.62888889","4.6475","15.3525","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","095439","093015","0","4.8484","","200603017082","","213.480","Noahs Ark"
"1.701166789572","2006","20060615","294.6512","","","90.481","41.72888889","2","-124.48805556","5.2167","13.5172","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","114939","113245","0","7.0012","","200603017083","","818.540","Noahs Ark"
"2.128316095424","2006","20060626","301.5142","","","13.500","38.27833333","3","-123.50333333","5.0021","13.7152","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094817","092841","0","7.5969","","200603017108","","1073.150","Noahs Ark"
"1.994882355606","2006","20060626","214.4427","","","76.520","38.24666667","3","-123.40944444","5.4235","13.8399","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","143845","142027","0","7.9433","","200603017109","","196.950","Noahs Ark"
"1.811792482617","2006","20060626","115.9432","","","31.760","38.30888889","3","-123.31750000","5.2400","13.4933","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","164111","162335","0","8.4618","","200603017110","","191.960","Noahs Ark"
"1.882081424000","2006","20060627","77.6096","","","5.540","38.23861111","3","-123.09083333","5.2732","13.6000","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","064035","062123","0","8.9204","","200603017111","","372.360","Noahs Ark"
"2.072155560225","2006","20060627","231.9944","","","7.900","38.14527778","3","-123.43916667","4.9750","13.5939","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094430","092518","0","7.7663","","200603017112","","911.610","Noahs Ark"
"1.634066854742","2006","20060702","59.0917","","","30.330","37.52888889","4","-122.65388889","5.7284","12.8387","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","071823","070029","0","8.9895","","200603017118","","170.340","Noahs Ark"
"2.493151873590","2006","20060702","733.8561","","","71.290","37.39722222","4","-123.08861111","4.7047","15.0243","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","114050","111802","0","4.8944","","200603017119","","339.220","Noahs Ark"
"2.955863626842","2006","20060702","652.1009","","","112.490","37.31083333","4","-123.02500000","4.2191","15.1809","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","134122","131228","0","5.1336","","200603017120","","351.390","Noahs Ark"
"2.064756084979","2006","20060702","499.6294","","","40.990","37.30000000","4","-122.96722222","4.8727","14.7133","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","150356","144532","0","6.3593","","200603017121","","143.740","Noahs Ark"
"1.741063321041","2006","20060703","107.9008","","","21.760","37.16305556","4","-122.62694444","5.2775","13.2033","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","063029","061329","0","8.9201","","200603017122","","216.470","Noahs Ark"
"1.772910528125","2006","20060703","385.6011","","","8.860","37.04166667","4","-122.67055556","5.2042","13.3375","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094347","092417","0","6.8990","","200603017123","","472.280","Noahs Ark"
"1.503168943962","2006","20060703","107.1199","","","3.620","36.81916667","4","-122.08305556","5.8479","12.4593","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","150456","144750","0","8.8192","","200603017124","","141.260","Noahs Ark"
"1.653471074925","2006","20060708","712.2959","","","4.220","35.23111111","4","-121.41861111","6.0787","14.5069","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","175850","174120","0","5.2316","","200603017139","","297.620","Noahs Ark"
"1.716235356487","2006","20060708","564.0464","","","67.943","35.13611111","4","-121.39333333","5.8750","13.4567","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","194202","192418","0","5.8211","","200603017140","","216.310","Noahs Ark"
"1.458064605348","2006","20060712","215.1296","","","44.837","34.93555556","5","-120.89083333","5.7027","13.5148","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","062338","060826","0","9.1751","","200603017141","","183.100","Noahs Ark"
"1.552539932064","2006","20060712","378.2783","","","75.521","34.81861111","5","-120.99111111","5.8962","13.8556","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094846","093222","0","7.8000","","200603017142","","267.820","Noahs Ark"
"1.708424481232","2006","20060718","587.9108","","","24.715","33.56222222","5","-118.64416667","5.1701","14.4536","0.810","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","063828","062046","0","6.0820","","200603017171","","34.570","Noahs Ark"
